transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,Profit
7867,99,2110,2017-12-04,1.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,38991.0,189.27999999999997
7868,6,1969,2017-05-07,1.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,38258.0,91.15
7869,13,980,2017-07-06,0.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,42560.0,574.6200000000001
7870,88,1654,2017-06-19,1.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,34244.0,182.81000000000017
7871,17,2112,2017-09-22,0.0,Approved,Solex,Standard,high,medium,1024.66,614.8,34165.0,409.8600000000001
7872,50,3256,2017-08-13,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37668.0,43.97
7873,28,3459,2017-07-04,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,39031.0,133.7800000000002
7874,98,802,2017-09-26,0.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,38002.0,143.35999999999999
7875,13,345,2017-08-03,0.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,40336.0,751.02
7876,94,132,2017-07-11,0.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,38002.0,641.64
7877,35,1340,2017-07-26,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,448.67999999999995
7878,87,2363,2017-10-13,0.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,36833.0,471.6
7879,22,1732,2017-09-24,1.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,33552.0,15.080000000000005
7880,30,585,2017-07-04,1.0,Approved,Solex,Standard,high,medium,748.17,448.9,33552.0,299.27
7881,81,478,2017-03-16,1.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,42226.0,64.50999999999999
7882,0,2358,2017-08-27,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,40784.0,17.869999999999997
7883,56,509,2017-02-25,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,40779.0,45.96000000000001
7884,80,1820,2017-02-18,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,35455.0,139.2299999999999
7885,50,3155,2017-04-27,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,35470.0,43.97
7886,81,146,2017-06-19,1.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,33429.0,64.50999999999999
7887,24,2806,2017-01-20,0.0,Approved,Solex,Road,medium,large,1777.8,820.78,39031.0,957.02
7888,0,1993,2017-06-11,1.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,36145.0,75.48000000000002
7889,11,43,2017-07-13,0.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298.0,509.97
7890,64,136,2017-07-09,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,34143.0,217.51
7891,49,1980,2017-04-09,0.0,Approved,Solex,Standard,medium,large,1061.56,733.58,40487.0,327.9799999999999
7892,46,1508,2017-09-08,1.0,Approved,Solex,Standard,low,medium,1289.85,74.51,41064.0,1215.34
7893,19,1229,2017-12-11,0.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,40670.0,4.8
7894,66,230,2017-05-11,1.0,Cancelled,Solex,Standard,medium,medium,1163.89,589.27,42560.0,574.6200000000001
7895,29,543,2017-01-17,0.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,37698.0,135.84999999999997
7896,26,15,2017-07-30,0.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115.0,1230.3000000000002
7897,93,424,2017-10-17,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750.0,583.2700000000001
7898,93,3080,2017-06-23,0.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750.0,583.2700000000001
7899,5,433,2017-07-03,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,40784.0,114.93
7900,15,1880,2017-07-20,0.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915.0,1279.3999999999999
7901,75,587,2017-05-26,0.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,42226.0,1010.02
7902,92,2995,2017-12-20,0.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37539.0,155.6500000000001
7903,10,1641,2017-02-09,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41701.0,1103.43
7904,30,987,2017-08-17,0.0,Approved,Solex,Standard,high,medium,748.17,448.9,39031.0,299.27
7905,19,180,2017-07-25,0.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,39880.0,4.8
7906,1,446,2017-07-02,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,41245.0,448.67999999999995
7907,59,96,2017-02-16,1.0,Approved,Solex,Standard,medium,large,1061.56,733.58,34170.0,327.9799999999999
7908,4,3453,2017-06-13,0.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38573.0,451.6500000000001
7909,58,2892,2017-02-18,1.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,34170.0,771.12
7910,90,2476,2017-10-28,1.0,Approved,Solex,Standard,low,medium,945.04,507.58,35052.0,437.46
7911,30,1177,2017-09-11,1.0,Approved,Solex,Standard,high,medium,748.17,448.9,36361.0,299.27
7912,46,554,2017-08-05,1.0,Approved,Solex,Standard,low,medium,1289.85,74.51,38991.0,1215.34
7913,61,1044,2017-01-23,1.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,33429.0,64.50999999999999
7914,10,2218,2017-02-09,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41701.0,1103.43
7915,46,3000,2017-04-07,0.0,Approved,Solex,Standard,low,medium,1289.85,74.51,39427.0,1215.34
7916,28,1049,2017-03-17,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,33455.0,133.7800000000002
7917,12,1307,2017-05-23,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,41533.0,1055.82
7918,78,651,2017-12-12,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,38193.0,1055.82
7919,66,279,2017-02-01,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487.0,64.92999999999995
7920,31,1957,2017-01-16,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031.0,57.72999999999999
7921,73,1167,2017-09-04,0.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499.0,1612.25
7922,43,1982,2017-02-07,1.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,41533.0,737.5699999999999
7923,42,2028,2017-11-20,0.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,39427.0,199.0999999999999
7924,7,1534,2017-08-30,1.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,38258.0,745.94
7925,9,1349,2017-08-26,1.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,33549.0,75.13999999999999
7926,50,1864,2017-11-29,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37668.0,43.97
7927,89,182,2017-02-06,0.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,36367.0,1305.25
7928,47,3219,2017-12-03,0.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,38991.0,189.27999999999997
7929,7,280,2017-07-02,1.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,38258.0,745.94
7930,85,2921,2017-08-07,1.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,42218.0,547.28
7931,18,641,2017-06-11,1.0,Approved,Solex,Standard,medium,medium,575.27,431.45,41345.0,143.82
7932,80,149,2017-01-14,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,33429.0,139.2299999999999
7933,13,891,2017-07-29,0.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,34071.0,751.02
7934,26,2112,2017-12-28,0.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115.0,1230.3000000000002
7935,30,1346,2017-11-07,1.0,Approved,Solex,Standard,high,medium,748.17,448.9,33552.0,299.27
7936,59,963,2017-03-25,1.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37626.0,155.6500000000001
7937,34,2654,2017-06-01,0.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,37698.0,309.80999999999995
7938,65,245,2017-06-02,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42145.0,1028.76
7939,65,2976,2017-10-24,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42105.0,1028.76
7940,79,1765,2017-11-14,1.0,Approved,Solex,Touring,medium,large,2083.94,675.03,41533.0,1408.91
7941,68,3409,2017-07-11,1.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,40410.0,1592.19
7942,69,742,2017-01-22,1.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879.0,198.22000000000003
7943,40,2986,2017-06-04,0.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750.0,583.2700000000001
7944,49,2464,2017-05-29,1.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,41064.0,133.38
7945,94,1561,2017-04-28,0.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,38002.0,641.64
7946,99,2103,2017-08-20,1.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,34556.0,456.44999999999993
7947,31,1232,2017-12-26,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031.0,57.72999999999999
7948,34,1165,2017-08-20,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216.0,1069.5500000000002
7950,79,2427,2017-09-12,1.0,Approved,Solex,Touring,medium,large,2083.94,675.03,41533.0,1408.91
7951,19,23,2017-08-03,1.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,39298.0,114.93
7952,79,1625,2017-07-18,1.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,42560.0,737.5699999999999
7953,0,1727,2017-07-10,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031.0,57.72999999999999
7954,17,3048,2017-05-02,0.0,Approved,Solex,Standard,high,medium,1024.66,614.8,35378.0,409.8600000000001
7955,74,3484,2017-02-27,1.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,40784.0,812.44
7956,6,577,2017-03-25,0.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,33549.0,91.15
7957,21,1471,2017-04-16,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,35160.0,690.49
7958,19,2374,2017-05-30,0.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,39880.0,4.8
7959,0,1678,2017-05-28,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,33549.0,17.869999999999997
7960,38,308,2017-09-19,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167.0,1702.5499999999997
7961,17,1087,2017-09-01,0.0,Approved,Solex,Standard,high,medium,1024.66,614.8,42404.0,409.8600000000001
7962,25,464,2017-12-17,1.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,36334.0,709.34
7963,25,3422,2017-11-28,1.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,42404.0,709.34
7964,0,2990,2017-02-06,0.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,39880.0,4.8
7965,98,1613,2017-07-06,0.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,38002.0,143.35999999999999
7966,93,2399,2017-02-14,0.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,40672.0,583.2700000000001
7967,64,1437,2017-08-09,1.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,41047.0,872.8900000000001
7968,90,2684,2017-07-26,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,36833.0,72.59999999999997
7969,71,1867,2017-06-01,0.0,Approved,Solex,Standard,high,large,1842.92,1105.75,34996.0,737.1700000000001
7970,13,725,2017-02-01,0.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,36498.0,751.02
7971,42,103,2017-01-14,0.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,34071.0,199.0999999999999
7972,73,3074,2017-06-24,0.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,35455.0,1612.25
7973,33,891,2017-12-10,0.0,Cancelled,OHM Cycles,Road,medium,small,1810.0,1610.9,34071.0,199.0999999999999
7974,34,942,2017-02-17,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,40336.0,309.80999999999995
7975,69,1195,2017-11-01,1.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879.0,198.22000000000003
7976,38,3359,2017-04-10,0.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,40618.0,751.02
7977,36,3118,2017-11-30,1.0,Approved,Solex,Standard,low,medium,1289.85,74.51,39427.0,1215.34
7978,46,2942,2017-02-17,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361.0,1544.6100000000001
7979,22,1158,2017-07-05,0.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165.0,15.080000000000005
7980,0,2645,2017-02-23,0.0,Approved,Solex,Standard,medium,medium,441.49,84.99,35470.0,356.5
7981,12,1987,2017-06-09,1.0,Cancelled,WeareA2B,Standard,medium,medium,1231.15,161.6,38216.0,1069.5500000000002
7982,93,3242,2017-03-26,1.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,33549.0,834.9399999999999
7983,24,2184,2017-10-17,1.0,Approved,Solex,Road,medium,large,1777.8,820.78,40670.0,957.02
7984,91,272,2017-09-30,1.0,Approved,Solex,Standard,medium,medium,100.35,75.26,42458.0,25.08999999999999
7985,0,3347,2017-05-04,1.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,33455.0,110.80999999999995
7986,75,1313,2017-02-15,0.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,38859.0,1010.02
7987,52,2119,2017-01-09,0.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,37220.0,450.77
7988,20,307,2017-11-06,1.0,Cancelled,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40670.0,195.33999999999992
7989,18,3169,2017-02-17,0.0,Approved,Solex,Standard,medium,medium,575.27,431.45,39880.0,143.82
7990,98,2293,2017-01-18,0.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,38002.0,143.35999999999999
7991,51,2440,2017-10-09,1.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,41009.0,802.26
7992,48,994,2017-06-30,1.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,35470.0,812.44
7993,79,1181,2017-04-19,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873.0,737.5699999999999
7994,87,1914,2017-10-28,0.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,35667.0,471.6
7995,7,2139,2017-04-18,1.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,38216.0,745.94
7996,0,2130,2017-09-09,1.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334.0,110.80999999999995
7997,20,2454,2017-11-20,1.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,36334.0,195.33999999999992
7998,21,1272,2017-06-18,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,35160.0,690.49
7999,14,1780,2017-07-30,0.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,37838.0,152.54999999999995
8000,40,2257,2017-05-21,0.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750.0,583.2700000000001
8001,49,3263,2017-03-13,1.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,41064.0,133.38
8002,22,705,2017-08-01,1.0,Approved,Solex,Standard,medium,medium,575.27,431.45,41345.0,143.82
8003,85,1845,2017-12-09,1.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,36334.0,547.28
8004,2,1854,2017-07-20,1.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,38647.0,64.92999999999995
8005,0,2476,2017-11-17,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37668.0,43.97
8006,80,3205,2017-04-08,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,35455.0,139.2299999999999
8007,83,665,2017-07-24,0.0,Approved,Solex,Touring,medium,large,2083.94,675.03,41533.0,1408.91
8008,8,2596,2017-06-23,1.0,Approved,Solex,Road,medium,small,1703.52,1516.13,38693.0,187.38999999999987
8009,7,1418,2017-02-02,1.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,42560.0,745.94
8010,87,2075,2017-07-19,1.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,35667.0,471.6
8011,49,3440,2017-10-10,0.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,41064.0,133.38
8012,5,3359,2017-05-22,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,40784.0,114.93
8013,11,2369,2017-03-06,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,38693.0,509.97
8014,65,439,2017-09-22,1.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42145.0,1028.76
8015,59,768,2017-09-26,0.0,Approved,Solex,Standard,medium,large,1061.56,733.58,34170.0,327.9799999999999
8016,68,2921,2017-11-03,1.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,40410.0,1592.19
8017,79,2608,2017-10-11,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,41533.0,737.5699999999999
8018,82,1223,2017-08-19,0.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,42226.0,459.46000000000015
8019,44,363,2017-08-28,1.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,39526.0,1660.88
8020,61,3286,2017-10-13,1.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,42172.0,14.229999999999997
8021,48,2362,2017-11-15,0.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41009.0,812.44
8022,2,1425,2017-04-27,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40553.0,64.92999999999995
8023,91,2496,2017-06-17,1.0,Approved,Solex,Standard,medium,medium,100.35,75.26,38002.0,25.08999999999999
8024,0,803,2017-04-09,0.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38339.0,75.48000000000002
8025,4,3326,2017-11-07,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,36146.0,1383.6100000000001
8026,35,3068,2017-10-03,1.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527.0,903.11
8027,15,920,2017-02-08,1.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,41345.0,209.84000000000003
8028,41,1657,2017-09-27,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,35560.0,104.24000000000001
8029,28,283,2017-04-14,1.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,35378.0,133.7800000000002
8030,31,2638,2017-01-23,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,36361.0,57.72999999999999
8031,69,3288,2017-04-11,1.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553.0,445.2099999999999
8032,22,1830,2017-06-11,0.0,Approved,Solex,Standard,medium,medium,575.27,431.45,41345.0,143.82
8033,29,2815,2017-01-07,0.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,42696.0,135.84999999999997
8034,73,624,2017-10-01,0.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499.0,1612.25
8035,9,652,2017-09-24,1.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,34527.0,133.7800000000002
8036,32,404,2017-08-22,0.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,34527.0,431.33000000000004
8037,96,1960,2017-07-19,1.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,37539.0,129.01
8038,50,1495,2017-09-11,1.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,34527.0,431.33000000000004
8039,3,949,2017-07-14,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,38573.0,1702.5499999999997
8040,5,3406,2017-09-07,1.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,37659.0,114.93
8041,70,3388,2017-12-05,1.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,42105.0,198.29000000000002
8042,56,1010,2017-05-28,0.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,35707.0,45.96000000000001
8043,38,457,2017-09-03,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,42295.0,1702.5499999999997
8044,28,1261,2017-08-13,1.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,33455.0,133.7800000000002
8045,36,1738,2017-08-09,1.0,Approved,Solex,Standard,low,medium,1289.85,74.51,37220.0,1215.34
8046,26,151,2017-07-07,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,42218.0,1230.3000000000002
8047,21,3371,2017-09-04,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,35160.0,690.49
8048,29,1226,2017-10-08,1.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,33888.0,135.84999999999997
8049,64,738,2017-03-13,1.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,40487.0,872.8900000000001
8050,41,491,2017-10-02,0.0,Approved,Solex,Road,medium,medium,416.98,312.74,35560.0,104.24000000000001
8051,69,2618,2017-08-20,1.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879.0,198.22000000000003
8052,43,3157,2017-10-29,1.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,41009.0,502.47
8053,0,3386,2017-02-06,1.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,37337.0,110.80999999999995
8054,29,1835,2017-12-05,0.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,37337.0,135.84999999999997
8055,19,3233,2017-02-08,0.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,40670.0,4.8
8056,93,1103,2017-07-29,0.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,35560.0,583.2700000000001
8057,25,3289,2017-04-04,1.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,40553.0,709.34
8058,78,2221,2017-03-27,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,37626.0,1055.82
8059,53,1576,2017-07-21,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35470.0,693.76
8060,9,1244,2017-04-16,1.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,38216.0,75.13999999999999
8061,99,2456,2017-01-09,0.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,34556.0,456.44999999999993
8062,0,3481,2017-07-11,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031.0,57.72999999999999
8063,80,3398,2017-10-26,1.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,42105.0,872.8900000000001
8064,85,2023,2017-08-26,1.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,36668.0,827.1599999999999
8065,55,70,2017-07-13,1.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823.0,1295.43
8066,23,2245,2017-08-05,0.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34071.0,75.75
8067,99,88,2017-06-15,0.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,38991.0,189.27999999999997
8068,92,1926,2017-12-25,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,34170.0,1630.25
8069,10,1834,2017-05-12,1.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,37873.0,1612.25
8070,38,1616,2017-12-07,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,37337.0,1702.5499999999997
8071,76,2155,2017-05-23,0.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,41922.0,128.45999999999992
8072,65,2705,2017-10-17,1.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42145.0,1028.76
8073,1,3277,2017-05-21,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,448.67999999999995
8074,3,1288,2017-10-13,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,40649.0,1702.5499999999997
8075,29,2704,2017-04-04,0.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,34527.0,135.84999999999997
8076,94,3188,2017-02-22,0.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,41434.0,641.64
8077,92,2638,2017-05-22,0.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37626.0,155.6500000000001
8078,19,2898,2017-09-14,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,34115.0,4.8
8079,47,1603,2017-10-15,1.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,37668.0,189.27999999999997
8080,84,716,2017-06-25,1.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38339.0,75.48000000000002
8081,50,2180,2017-06-29,0.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,36361.0,431.33000000000004
8082,40,1161,2017-06-16,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750.0,583.2700000000001
8083,52,1137,2017-08-07,1.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,37220.0,450.77
8084,66,1774,2017-02-12,1.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,33879.0,64.92999999999995
8085,70,211,2017-05-24,0.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,40553.0,198.29000000000002
8086,25,981,2017-05-19,1.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,42404.0,709.34
8087,20,2131,2017-04-09,1.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40670.0,195.33999999999992
8088,1,3030,2017-09-14,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,448.67999999999995
8089,28,3065,2017-06-30,0.0,Approved,Solex,Road,medium,small,1703.52,1516.13,38216.0,187.38999999999987
8090,82,585,2017-02-23,1.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,36145.0,459.46000000000015
8091,20,2256,2017-03-08,0.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,41701.0,195.33999999999992
8092,76,2318,2017-06-18,1.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,40553.0,128.45999999999992
8093,29,2621,2017-08-21,1.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,36833.0,834.9399999999999
8094,0,1323,2017-10-12,1.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38859.0,167.20999999999998
8095,44,3184,2017-04-16,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,39427.0,1660.88
8096,99,438,2017-07-04,1.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,41009.0,189.27999999999997
8097,7,2139,2017-10-23,1.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,41701.0,745.94
8098,99,3445,2017-02-05,1.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,33364.0,456.44999999999993
8099,73,2901,2017-09-26,1.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,36668.0,1612.25
8100,84,2018,2017-03-13,0.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38339.0,75.48000000000002
8101,90,1037,2017-03-01,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482.0,72.59999999999997
